句子,层,Token,曲率 K(t),曲率演化速率,平均欧氏距离 D(t),距离变化率 |ΔD(L)|,语义漂移系数 S(t)
铜壶可以煮水。,12,水,0.0028601681604988,0.0037120254703712,0.7198694194908687,0.0350914206536524,0.0002602196596411
铜壶可以煮水。,12,。,0.0010791954781925,-0.0017809726823063,0.9147821178130152,0.1949126983221464,0.0002360600541027
铜壶可以煮水。,13,铜,-0.0005119851091256,-0.0015911805873181,0.0,0.9147821178130152,0.0
铜壶可以煮水。,13,壶,0.0001479561257912,0.0006599412349168,0.6498830201784298,0.6498830201784298,5.816234367170603e-05
铜壶可以煮水。,13,可以,0.0003088816854049,0.0001609255596137,0.7329984309346479,0.083115410756218,0.0014001242651408
铜壶可以煮水。,13,煮,-7.738353448756642e-05,-0.0003862652198925,0.634105162125196,0.0988932688094519,7.087989006749234e-05
铜壶可以煮水。,13,水,0.0021967531693816,0.0022741367038692,0.6759349895313096,0.0418298274061136,0.0001217568063859
铜壶可以煮水。,13,。,3.103222140620493e-05,-0.0021657209479754,0.8848118529714396,0.20887686344013,0.0003343584400717
铜壶可以煮水。,14,铜,-0.0003638600123172,-0.0003948922337234,0.0,0.8848118529714396,0.0
铜壶可以煮水。,14,壶,0.000250829360921,0.0006146893732383,0.6431880348906729,0.6431880348906729,5.813558830576104e-05
铜壶可以煮水。,14,可以,-2.516957529249366e-05,-0.0002759989362135,0.728239255191541,0.085051220300868,4.37809629110136e-05
铜壶可以煮水。,14,煮,0.000132792593263,0.0001579621685555,0.6370448266688475,0.0911944285226934,9.856638796081304e-06
铜壶可以煮水。,14,水,0.0008176440599999,0.0006848514667369,0.674716573906486,0.0376717472376384,8.429738843108331e-05
铜壶可以煮水。,14,。,-0.0001686729504905,-0.0009863170104905,0.864062114207374,0.189345540300888,9.00825053701692e-05
铜壶可以煮水。,15,铜,-0.0005758193155575,-0.0004071463650669,0.0,0.864062114207374,0.0
铜壶可以煮水。,15,壶,5.64084798247304e-05,0.0006322277953822,0.6470352004179668,0.6470352004179668,0.0003530935359096
铜壶可以煮水。,15,可以,0.0027078688725365,0.0026514603927118,0.7329671912001142,0.0859319907821474,2.4835237122887472e-05
铜壶可以煮水。,15,煮,-0.0001159138874831,-0.0028237827600197,0.6290052919062976,0.1039618992938166,0.0008677965484514
铜壶可以煮水。,15,水,0.0016532891142219,0.0017692030017051,0.6893280341727119,0.0603227422664143,2.689666195229192e-05
铜壶可以煮水。,15,。,0.0002098462908577,-0.0014434428233642,0.8356930708156608,0.1463650366429488,1.909994287866574e-05
铜壶可以煮水。,16,铜,-0.0006865572135653,-0.000896403504423,0.0,0.8356930708156608,0.0
铜壶可以煮水。,16,壶,-0.0001220558438388,0.0005645013697264,0.6255096072331517,0.6255096072331517,5.7919931902670346e-05
铜壶可以煮水。,16,可以,0.0001988028455693,0.0003208586894082,0.7374264360308526,0.1119168287977008,6.3832462717367e-05
